"Id","Role","Company Name","Location","Intern Type","Skills","Opening","Duration_Months","Stipend_Num","Posted_On","Required_Qualification","Industry_Sector","Work_Arrangement","Job Description"
"MCA120","Business Intelligence Intern","Insightful Data","Delhi","Full-time","Power BI|DAX","2","6","25000","2025-08-31","Any Graduate","Data Science","In-Office","Insightful Data in Delhi is hiring a BI Intern. You will focus on advanced analysis and calculations within Power BI. Responsibilities: - Develop complex data models in Power BI. - Write powerful measures and calculated columns using DAX. - Optimize dashboards for performance. Requirements: - Experience with Power BI and a good understanding of DAX. Open to any graduate. This is a 6-month, full-time internship."
"MCA121","Digital Marketing","MarketPro","Bangalore","Full-time","SEO|SEM|Google Analytics","4","3","15000","2025-09-08","Any Graduate","Marketing","Hybrid","MarketPro in Bangalore is seeking a Digital Marketing Intern (Hybrid). You will get a 360-degree view of digital marketing. Responsibilities: - Assist with Search Engine Optimization (SEO) and Search Engine Marketing (SEM) campaigns. - Analyze website traffic using Google Analytics. - Contribute to marketing strategy discussions. Requirements: - Familiarity with SEO, SEM, and Google Analytics concepts. Open to any graduate. This is a 3-month, full-time internship."
"MCA122","Digital Marketing","Lead Gen","Remote","Full-time","Social Media Marketing|Content Creation","5","6","12000","2025-09-01","Any Graduate","Marketing","Work from Home","Lead Gen has a remote Digital Marketing Internship. You will focus on growing our brand presence on social media. Responsibilities: - Manage and create content for our social media channels. - Engage with our online community. - Track and report on social media performance. Requirements: - Passion for social media and skills in content creation. Open to any graduate. This is a 6-month, remote role."
"MCA123","Digital Marketing","AdVantage","Pune","Full-time","Google Ads|Facebook Ads","3","3","18000","2025-08-24","Any Graduate","Marketing","In-Office","AdVantage in Pune is hiring a Digital Marketing Intern to work on paid advertising campaigns. Responsibilities: - Assist in setting up and managing campaigns on Google Ads and Facebook Ads. - Monitor ad performance and suggest optimizations. - Conduct keyword and audience research. Requirements: - Interest in paid advertising. Experience with Google Ads or Facebook Ads is a plus. Open to any graduate. This is a 3-month, full-time internship."
"MCA124","Digital Marketing","BrandBoost","Lucknow","Full-time","SEO|Content Writing","6","2","8000","2025-09-03","Any Graduate","Marketing","In-Office","BrandBoost in Lucknow is looking for a Digital Marketing Intern. This role combines SEO and content writing to improve our online visibility. Responsibilities: - Write SEO-friendly blog posts and website content. - Perform on-page SEO tasks. - Assist with link-building efforts. Requirements: - Good writing skills and a basic understanding of SEO. Open to any graduate. This is a 2-month, full-time internship."
"MCA125","Digital Marketing","MarketPro","Remote","Full-time","Email Marketing|Mailchimp","3","6","14000","2025-08-28","Any Graduate","Marketing","Work from Home","MarketPro offers a remote Digital Marketing Internship focused on email marketing. You will learn how to nurture leads and engage customers through email. Responsibilities: - Create and manage email campaigns using Mailchimp. - Analyze campaign performance (open rates, click rates). - Help grow our email subscriber list. Requirements: - Excellent writing skills. Familiarity with Mailchimp or another email platform is a bonus. Open to any graduate. This is a 6-month, remote role."
"MCA126","Digital Marketing","Growth Hackers","Hyderabad","Full-time","SEO|Ahrefs|SEM","2","3","17000","2025-09-06","Any Graduate","Marketing","In-Office","Growth Hackers in Hyderabad is seeking a Digital Marketing Intern. You will use industry-standard tools to drive organic and paid traffic. Responsibilities: - Conduct SEO analysis using tools like Ahrefs. - Assist with SEM campaign management. - Report on key marketing metrics. Requirements: - Eagerness to learn digital marketing. Experience with tools like Ahrefs is a plus. Open to any graduate. This is a 3-month, full-time internship."
"MCA127","Digital Marketing","Lead Gen","Lucknow","Full-time","Social Media|Canva","5","3","10000","2025-08-30","Any Graduate","Marketing","In-Office","Lead Gen in Lucknow is hiring a Digital Marketing Intern. You will focus on creating visually appealing content for our social media channels. Responsibilities: - Manage daily posts on various social media platforms. - Create graphics for posts using Canva. - Interact with followers and respond to comments. Requirements: - Creative and familiar with social media platforms and Canva. Open to any graduate. This is a 3-month, full-time internship."
"MCA128","Digital Marketing","AdVantage","Bangalore","Full-time","Google Analytics|Data Studio","3","6","20000","2025-09-05","Any Graduate","Marketing","Hybrid","AdVantage in Bangalore is looking for a Digital Marketing Intern (Hybrid) with an analytical mindset. You will focus on marketing analytics. Responsibilities: - Analyze marketing data in Google Analytics. - Create performance dashboards using Google Data Studio. - Provide insights to help optimize campaigns. Requirements: - Analytical skills. Experience with Google Analytics is highly desirable. Open to any graduate. This is a 6-month, full-time role."
"MCA129","Digital Marketing","BrandBoost","Remote","Part-time","Content Writing|WordPress","4","6","10000","2025-08-20","Any Graduate","Marketing","Work from Home","BrandBoost offers a remote, part-time Digital Marketing Internship. This role is focused on content marketing and website management. Responsibilities: - Write and publish blog posts on our WordPress site. - Assist with basic website updates. - Research topics for content. Requirements: - Good writing skills. Familiarity with WordPress is a plus. Open to any graduate. This is a 6-month, part-time role."
"MCA130","Digital Marketing","MarketPro","Delhi","Full-time","SEO|SEM|Social Media Marketing","3","3","18000","2025-09-12","Any Graduate","Marketing","In-Office","MarketPro in Delhi is seeking a well-rounded Digital Marketing Intern. You will get exposure to SEO, SEM, and social media. Responsibilities: - Support the marketing team in various digital marketing tasks. - Contribute to SEO, paid ads, and social media campaigns. - Learn and apply marketing best practices. Requirements: - A strong desire to learn all aspects of digital marketing. Open to any graduate. This is a 3-month, full-time internship."
"MCA131","Content Writer","WordSmiths","Remote","Full-time","Creative Writing|SEO Writing|Blogging","5","3","12000","2025-09-07","Any Graduate","Marketing","Work from Home","WordSmiths is looking for a creative Content Writer Intern to join our remote team. You will write various types of content for our clients. Responsibilities: - Write engaging blog posts and articles. - Create SEO-optimized content for websites. - Research industry-related topics. Requirements: - Excellent writing, editing, and proofreading skills. A writing sample is required. Open to any graduate. This is a 3-month, remote internship."
"MCA132","Content Writer","Contentify","Bangalore","Full-time","Technical Writing|WordPress","3","6","18000","2025-08-29","Any Graduate","Marketing","Hybrid","Contentify in Bangalore is seeking a Content Writer Intern (Hybrid) with an interest in technical topics. Responsibilities: - Write clear and concise technical articles and documentation. - Publish content using WordPress. - Collaborate with technical experts to ensure accuracy. Requirements: - Ability to understand and explain technical concepts simply. Writing sample required. Open to any graduate. This is a 6-month, full-time role."
"MCA133","Content Writer","InkFlow","Pune","Full-time","Copywriting|Editing","2","3","15000","2025-08-27","Any Graduate","Marketing","In-Office","InkFlow in Pune is hiring a Content Writer Intern with a focus on copywriting. You will write persuasive content for marketing and advertising. Responsibilities: - Write compelling copy for ads, emails, and landing pages. - Edit and proofread content for clarity and grammar. - Brainstorm creative ideas for campaigns. Requirements: - Strong copywriting and editing skills. A portfolio is required. Open to any graduate. This is a 3-month, full-time internship."
"MCA134","Content Writer","BrandBoost","Lucknow","Full-time","Blogging|Content Creation","6","2","8000","2025-08-25","Any Graduate","Marketing","In-Office","BrandBoost in Lucknow is looking for a Content Writer Intern. This is a great role to start your content creation journey. Responsibilities: - Write blog posts for our company blog. - Assist in creating content for social media. - Research content ideas. Requirements: - Good writing skills and a passion for storytelling. Open to any graduate. This is a 2-month, full-time internship."
"MCA135","Content Writer","WordSmiths","Remote","Part-time","SEO Writing|Grammarly","4","6","10000","2025-09-10","Any Graduate","Marketing","Work from Home","WordSmiths has a remote, part-time Content Writer Internship. You will focus on creating SEO-friendly content. Responsibilities: - Write articles optimized for search engines. - Use tools like Grammarly to ensure high-quality writing. - Meet content deadlines. Requirements: - Good writing skills and an understanding of SEO basics. Writing sample required. Open to any graduate. This is a 6-month, part-time role."
"MCA136","Content Writer","Creative Minds","Hyderabad","Full-time","Creative Writing|Storytelling","2","3","16000","2025-08-22","Any Graduate","Marketing","In-Office","Creative Minds in Hyderabad is seeking a Content Writer Intern with a flair for creative writing and storytelling. Responsibilities: - Write engaging stories and creative pieces for our brand. - Develop content for marketing campaigns. - Collaborate with the design team. Requirements: - Exceptional creative writing and storytelling abilities. A portfolio is required. Open to any graduate. This is a 3-month, full-time internship."
"MCA137","Content Writer","Lead Gen","Lucknow","Full-time","Social Media Content|Canva","5","3","9000","2025-09-01","Any Graduate","Marketing","In-Office","Lead Gen in Lucknow is hiring a Content Writer Intern. You will be responsible for creating short-form content for social media. Responsibilities: - Write catchy captions and text for social media posts. - Use Canva to create simple graphics to accompany your text. - Brainstorm content ideas for different platforms. Requirements: - Good at writing short, engaging content. Familiarity with Canva. Open to any graduate. This is a 3-month, full-time internship."
"MCA138","Content Writer","Contentify","Remote","Full-time","Technical Writing|Documentation","2","6","17000","2025-08-26","Any Graduate","Marketing","Work from Home","Contentify offers a remote Content Writer Internship focused on technical writing. You will help create clear and helpful product documentation. Responsibilities: - Write user guides, tutorials, and help articles. - Organize and update our knowledge base. - Work with the product team to understand features. Requirements: - Excellent technical writing skills. Ability to simplify complex information. Writing sample required. Open to any graduate. This is a 6-month, remote role."
"MCA139","Content Writer","InkFlow","Bangalore","Full-time","Copywriting|Ad Copy","3","3","19000","2025-09-08","Any Graduate","Marketing","Hybrid","InkFlow in Bangalore is looking for a Content Writer Intern (Hybrid) to join our copywriting team. Responsibilities: - Write persuasive copy for digital ads and marketing materials. - A/B test different versions of copy to see what works best. - Understand the brand voice and maintain it. Requirements: - A strong portfolio of copywriting or ad copy examples. Open to any graduate. This is a 3-month, full-time role."
"MCA140","Content Writer","WordSmiths","Delhi","Full-time","SEO Writing|Blogging","3","6","16000","2025-08-31","Any Graduate","Marketing","In-Office","WordSmiths in Delhi is seeking a Content Writer Intern. You will focus on creating high-quality blog content that ranks well on search engines. Responsibilities: - Conduct keyword research and write SEO-focused blog posts. - Update and improve existing content. - Stay on top of SEO best practices. Requirements: - Strong writing skills and experience with SEO writing. Writing sample required. Open to any graduate. This is a 6-month, full-time internship."
"MCA141","SEO Specialist","RankUp","Pune","Full-time","On-page SEO|Off-page SEO|Ahrefs","3","6","18000","2025-09-09","Any Graduate","Marketing","In-Office","RankUp in Pune is hiring an SEO Specialist Intern. You will learn and implement various SEO strategies to improve website rankings. Responsibilities: - Perform on-page and off-page SEO activities. - Use tools like Ahrefs for analysis and research. - Monitor and report on SEO performance. Requirements: - A strong interest in SEO. Familiarity with tools like Ahrefs is a plus. Open to any graduate. This is a 6-month, full-time internship."
"MCA142","SEO Specialist","TopSearch","Remote","Full-time","Keyword Research|Google Analytics|SEMrush","4","3","16000","2025-09-01","Any Graduate","Marketing","Work from Home","TopSearch has a remote SEO Specialist Internship. You will focus on the analytical side of SEO. Responsibilities: - Conduct in-depth keyword research. - Analyze website performance using Google Analytics. - Perform competitor analysis with SEMrush. Requirements: - Analytical mindset. Experience with Google Analytics and SEMrush is a bonus. Open to any graduate. This is a 3-month, remote role."
"MCA143","SEO Specialist","MarketPro","Bangalore","Full-time","Technical SEO|Link Building","2","6","20000","2025-08-27","Any Graduate","Marketing","Hybrid","MarketPro in Bangalore is looking for an SEO Specialist Intern (Hybrid) with an interest in technical SEO. Responsibilities: - Assist with technical SEO audits (site speed, crawlability). - Execute link-building campaigns. - Stay updated with Google's algorithm changes. Requirements: - Technical aptitude and a desire to learn advanced SEO. Open to any graduate. This is a 6-month, full-time role."
"MCA144","SEO Specialist","BrandBoost","Lucknow","Full-time","Keyword Research|On-page SEO","5","3","12000","2025-09-04","Any Graduate","Marketing","In-Office","BrandBoost in Lucknow is seeking an SEO Specialist Intern. This role is a great introduction to the world of search engine optimization. Responsibilities: - Identify target keywords for our content. - Implement on-page SEO best practices (titles, meta descriptions). - Track keyword rankings. Requirements: - Eager to learn SEO. Good analytical skills. Open to any graduate. This is a 3-month, full-time internship."
"MCA145","SEO Specialist","RankUp","Remote","Full-time","Google Search Console|Screaming Frog","3","6","17000","2025-08-23","Any Graduate","Marketing","Work from Home","RankUp offers a remote SEO Specialist Internship. You will work with essential SEO tools to monitor and improve website health. Responsibilities: - Monitor website performance in Google Search Console. - Conduct site crawls and technical analysis using Screaming Frog. - Identify and fix SEO issues. Requirements: - Familiarity with Google Search Console. Experience with Screaming Frog is a plus. Open to any graduate. This is a 6-month, remote role."
"MCA146","SEO Specialist","Lead Gen","Hyderabad","Full-time","Local SEO|Google My Business","3","3","16000","2025-09-06","Any Graduate","Marketing","In-Office","Lead Gen in Hyderabad is hiring an SEO Specialist Intern with a focus on local SEO. Responsibilities: - Optimize Google My Business profiles. - Build local citations and manage online directories. - Help improve local search rankings. Requirements: - Understanding of local SEO concepts. Open to any graduate. This is a 3-month, full-time internship."
"MCA147","SEO Specialist","TopSearch","Bangalore","Full-time","Ahrefs|SEMrush|SEO Strategy","2","6","22000","2025-08-30","Any Graduate","Marketing","In-Office","TopSearch in Bangalore is seeking an SEO Specialist Intern. You will be involved in developing and executing SEO strategies. Responsibilities: - Use Ahrefs and SEMrush for competitive analysis and strategy development. - Contribute to the overall SEO roadmap. - Report on the impact of SEO initiatives. Requirements: - Strategic thinking and experience with Ahrefs or SEMrush. Open to any graduate. This is a 6-month, full-time internship."
"MCA148","SEO Specialist","MarketPro","Remote","Part-time","Link Building|Content Outreach","3","6","14000","2025-09-11","Any Graduate","Marketing","Work from Home","MarketPro has a remote, part-time SEO Specialist Internship focused on off-page SEO. Responsibilities: - Identify link-building opportunities. - Conduct outreach to other websites for backlinks. - Track and report on link-building efforts. Requirements: - Good communication skills. Persistent and organized. Open to any graduate. This is a 6-month, part-time role."
"MCA149","SEO Specialist","RankUp","Lucknow","Full-time","On-page SEO|Yoast SEO","4","2","10000","2025-08-21","Any Graduate","Marketing","In-Office","RankUp in Lucknow is looking for an SEO Specialist Intern. You will work on optimizing our website content for search engines. Responsibilities: - Perform on-page SEO for blog posts and pages. - Use the Yoast SEO plugin in WordPress. - Ensure all content meets SEO guidelines. Requirements: - Good writing skills and attention to detail. Familiarity with WordPress/Yoast is a plus. Open to any graduate. This is a 2-month, full-time internship."
"MCA150","SEO Specialist","TopSearch","Pune","Full-time","Keyword Research|Technical SEO","2","3","19000","2025-09-02","Any Graduate","Marketing","In-Office","TopSearch in Pune is hiring an SEO Specialist Intern. This role combines analytical research with technical implementation. Responsibilities: - Conduct comprehensive keyword research. - Assist in technical SEO audits and fixes. - Collaborate with the content and development teams. Requirements: - Analytical and technical skills. Eager to learn SEO. Open to any graduate. This is a 3-month, full-time internship."
"MCA151","Social Media Manager","ViralVibes","Mumbai","Full-time","Instagram|Facebook|Canva","4","3","16000","2025-09-05","Any Graduate","Marketing","Hybrid","ViralVibes in Mumbai is seeking a Social Media Manager Intern (Hybrid). You will manage our presence on key platforms like Instagram and Facebook. Responsibilities: - Plan and schedule posts. - Create engaging visuals using Canva. - Interact with our community and respond to comments. Requirements: - Creative and well-versed in Instagram and Facebook trends. Experience with Canva. Open to any graduate. This is a 3-month, full-time internship."
"MCA152","Social Media Manager","Societal","Remote","Full-time","Content Calendar|Hootsuite|Analytics","3","6","14000","2025-08-28","Any Graduate","Marketing","Work from Home","Societal has a remote Social Media Manager Internship. You will be responsible for planning and analyzing our social media efforts. Responsibilities: - Create and maintain a content calendar. - Schedule posts using tools like Hootsuite. - Track and analyze social media metrics. Requirements: - Organized and analytical. Experience with scheduling tools is a plus. Open to any graduate. This is a 6-month, remote role."
"MCA153","Social Media Manager","MarketPro","Bangalore","Full-time","Twitter|LinkedIn|Community Management","2","3","18000","2025-09-10","Any Graduate","Marketing","In-Office","MarketPro in Bangalore is hiring a Social Media Manager Intern to focus on professional platforms and community building. Responsibilities: - Manage our Twitter and LinkedIn accounts. - Engage in conversations and build our online community. - Share company news and industry insights. Requirements: - Excellent communication skills. Familiarity with Twitter and LinkedIn for business. Open to any graduate. This is a 3-month, full-time internship."
"MCA154","Social Media Manager","BrandBoost","Lucknow","Full-time","Facebook|Instagram|Content Creation","6","3","10000","2025-09-01","Any Graduate","Marketing","In-Office","BrandBoost in Lucknow is looking for a Social Media Manager Intern. You will be the voice of our brand on Facebook and Instagram. Responsibilities: - Create and post daily content. - Run simple contests and engagement campaigns. - Grow our follower base. Requirements: - Creative and active on social media. Good content creation skills. Open to any graduate. This is a 3-month, full-time internship."
"MCA155","Social Media Manager","ViralVibes","Remote","Full-time","Video Content|Reels|TikTok","3","6","15000","2025-08-25","Any Graduate","Marketing","Work from Home","ViralVibes offers a remote Social Media Manager Internship focused on short-form video. Responsibilities: - Create and edit engaging video content for Instagram Reels and TikTok. - Stay on top of viral trends. - Analyze video performance. Requirements: - Experience creating Reels or TikTok videos. A portfolio of your work is a huge plus. Open to any graduate. This is a 6-month, remote role."
"MCA156","Social Media Manager","AdVantage","Pune","Full-time","Social Media Ads|Facebook Ads Manager","2","3","17000","2025-09-07","Any Graduate","Marketing","In-Office","AdVantage in Pune is seeking a Social Media Manager Intern to work on paid social campaigns. Responsibilities: - Assist in setting up and managing ads on Facebook and Instagram. - Use Facebook Ads Manager to target audiences. - Monitor ad spend and performance. Requirements: - Analytical and interested in paid advertising. Experience with Facebook Ads Manager is a bonus. Open to any graduate. This is a 3-month, full-time internship."
"MCA157","Social Media Manager","Societal","Lucknow","Part-time","Canva|Content Scheduling","5","6","8000","2025-08-30","Any Graduate","Marketing","In-Office","Societal in Lucknow has a part-time Social Media Manager Internship. This is a great role for a student to gain experience. Responsibilities: - Design simple graphics for posts in Canva. - Schedule content according to the content calendar. - Assist with community management. Requirements: - Familiarity with Canva and social media platforms. Open to any graduate. This is a 6-month, part-time role."
"MCA158","Social Media Manager","MarketPro","Remote","Full-time","LinkedIn Marketing|B2B","2","6","19000","2025-09-11","Any Graduate","Marketing","Work from Home","MarketPro has a remote Social Media Manager Internship focused on B2B marketing on LinkedIn. Responsibilities: - Manage our company's LinkedIn page. - Create content tailored for a professional audience. - Engage with industry leaders and potential clients. Requirements: - Professional communication style and experience with LinkedIn. Open to any graduate. This is a 6-month, remote internship."
"MCA159","Social Media Manager","ViralVibes","Delhi","Full-time","Instagram Marketing|Influencer Outreach","3","3","18000","2025-08-22","Any Graduate","Marketing","Hybrid","ViralVibes in Delhi is looking for a Social Media Manager Intern (Hybrid) to work on our Instagram growth strategy. Responsibilities: - Develop and execute Instagram marketing campaigns. - Identify and contact potential influencers for collaborations. - Track the results of influencer campaigns. Requirements: - Deep understanding of Instagram marketing. Good networking skills. Open to any graduate. This is a 3-month, full-time role."
"MCA160","Social Media Manager","BrandBoost","Remote","Full-time","Content Calendar|Analytics","4","3","12000","2025-09-09","Any Graduate","Marketing","Work from Home","BrandBoost offers a remote Social Media Manager Internship. This role combines planning and analysis to drive our social media strategy. Responsibilities: - Develop and manage a detailed content calendar. - Analyze social media data to find what works. - Prepare weekly performance reports. Requirements: - Organized, detail-oriented, and analytical. Open to any graduate. This is a 3-month, remote internship."
"MCA161","Sales Intern","SellSmart","Delhi","Full-time","Lead Generation|Cold Calling|Communication","6","3","12000","2025-09-07","Any Graduate","Sales","In-Office","SellSmart in Delhi is looking for a motivated Sales Intern. You will be at the forefront of our sales process, generating new leads. Responsibilities: - Identify potential customers and generate new leads. - Make cold calls to introduce our products/services. - Maintain clear and effective communication with prospects. Requirements: - Excellent communication skills and a confident personality. Open to any graduate. This is a 3-month, full-time internship."
"MCA162","Sales Intern","Growth Partners","Remote","Full-time","CRM|Salesforce|Email Outreach","4","6","15000","2025-08-29","MBA","Sales","Work from Home","Growth Partners has a remote Sales Internship. You will learn to use industry-standard CRM tools and execute outreach campaigns. Responsibilities: - Manage leads and customer data in our CRM (Salesforce). - Conduct email outreach campaigns to potential clients. - Track your sales activities and results. Requirements: - Eager to learn sales processes. Familiarity with CRM concepts or Salesforce is a plus. Pursuing an MBA. This is a 6-month, remote role."
"MCA163","Sales Intern","MarketPro","Bangalore","Full-time","B2B Sales|Negotiation","3","6","20000","2025-09-03","MBA","Sales","Hybrid","MarketPro in Bangalore is seeking a Sales Intern (Hybrid) to work in our B2B sales team. Responsibilities: - Learn about B2B sales cycles and techniques. - Assist senior sales staff in meetings and negotiations. - Research potential enterprise clients. Requirements: - Strong interpersonal skills and an interest in B2B sales. Pursuing an MBA. This is a 6-month, full-time role."
"MCA164","Sales Intern","Lead Gen","Lucknow","Full-time","Communication|Customer Relationship","8","2","8000","2025-08-25","Any Graduate","Sales","In-Office","Lead Gen in Lucknow is hiring a Sales Intern. This role is a great opportunity to develop your communication and relationship-building skills. Responsibilities: - Talk to potential customers to understand their needs. - Build and maintain relationships with new and existing clients. - Follow up on leads. Requirements: - Strong verbal communication and interpersonal skills. Open to any graduate. This is a 2-month, full-time internship."
"MCA165","Sales Intern","SellSmart","Remote","Full-time","Lead Qualification|HubSpot","4","3","14000","2025-08-28","Any Graduate","Sales","Work from Home","SellSmart offers a remote Sales Internship. You will be responsible for qualifying inbound leads to ensure they are a good fit for our sales team. Responsibilities: - Assess and qualify leads based on defined criteria. - Use our CRM (HubSpot) to manage lead information. - Pass qualified leads to the sales team. Requirements: - Good analytical and communication skills. Experience with a CRM like HubSpot is a bonus. Open to any graduate. This is a 3-month, remote role."
"MCA166","Sales Intern","Innovatech Solutions","Pune","Full-time","Technical Sales|Product Demo","2","6","22000","2025-08-22","B.Tech","Sales","In-Office","Innovatech Solutions in Pune is looking for a Sales Intern with a technical background. You will help sell our software products. Responsibilities: - Learn the technical details of our products. - Assist in giving product demonstrations to potential clients. - Answer technical questions from prospects. Requirements: - A technical background (pursuing a B.Tech) and good communication skills. This is a 6-month, full-time internship."
"MCA167","Sales Intern","Growth Partners","Lucknow","Full-time","Cold Calling|MS Excel","7","3","9000","2025-09-01","Any Graduate","Sales","In-Office","Growth Partners in Lucknow is hiring a Sales Intern. This role focuses on outreach and data management. Responsibilities: - Conduct cold calls to a list of potential leads. - Maintain and update lead lists in MS Excel. - Schedule meetings for the senior sales team. Requirements: - Resilient and comfortable with making calls. Proficient in MS Excel. Open to any graduate. This is a 3-month, full-time internship."
"MCA168","Sales Intern","MarketPro","Remote","Full-time","Salesforce|Lead Nurturing","3","6","18000","2025-08-26","MBA","Sales","Work from Home","MarketPro has a remote Sales Internship focused on lead nurturing. You will help guide prospects through the sales funnel. Responsibilities: - Manage and track leads in Salesforce. - Develop and execute email campaigns to nurture leads. - Report on lead conversion rates. Requirements: - Strong writing skills and a strategic mindset. Experience with Salesforce is a plus. Pursuing an MBA. This is a 6-month, remote role."
"MCA169","Sales Intern","SellSmart","Bangalore","Full-time","Communication|Negotiation","4","3","18000","2025-09-08","Any Graduate","Sales","Hybrid","SellSmart in Bangalore is seeking a Sales Intern (Hybrid). You will learn the art of negotiation and closing deals. Responsibilities: - Shadow senior sales executives during calls and meetings. - Assist in preparing sales proposals. - Learn and practice negotiation techniques. Requirements: - Excellent communication skills and a desire to learn sales. Open to any graduate. This is a 3-month, full-time internship."
"MCA170","Sales Intern","Lead Gen","Delhi","Full-time","Lead Generation|CRM","5","3","15000","2025-08-31","Any Graduate","Sales","In-Office","Lead Gen in Delhi is looking for a Sales Intern. You will be a key part of our lead generation engine. Responsibilities: - Research and identify new leads. - Enter and manage lead data in our CRM. - Support the sales team with various tasks. Requirements: - Detail-oriented and proactive. Experience with any CRM is a bonus. Open to any graduate. This is a 3-month, full-time internship."
"MCA171","Business Development Intern","Growth Partners","Bangalore","Full-time","Market Research|Lead Generation|Strategy","3","6","22000","2025-09-09","MBA","Business","Hybrid","Growth Partners in Bangalore is seeking a Business Development Intern (Hybrid). You will help identify new opportunities for growth. Responsibilities: - Conduct market research to identify new markets and trends. - Generate leads for strategic partnerships. - Contribute to business development strategy. Requirements: - Analytical and strategic thinking. Pursuing an MBA. This is a 6-month, full-time role."
"MCA172","Business Development Intern","Stratex","Remote","Full-time","Client Relationship|Proposal Writing","4","3","18000","2025-09-01","MBA","Business","Work from Home","Stratex has a remote Business Development Internship. You will focus on building client relationships and creating proposals. Responsibilities: - Assist in managing relationships with potential clients. - Help write and prepare business proposals. - Support the business development team. Requirements: - Strong writing and interpersonal skills. Pursuing an MBA. This is a 3-month, remote internship."
"MCA173","Business Development Intern","MarketPro","Pune","Full-time","Sales Strategy|CRM","2","6","20000","2025-08-27","MBA","Business","In-Office","MarketPro in Pune is hiring a Business Development Intern. You will work on developing and implementing sales strategies. Responsibilities: - Analyze sales data to identify areas for improvement. - Contribute to the development of new sales strategies. - Use a CRM to track progress. Requirements: - Strategic and data-driven mindset. Pursuing an MBA. This is a 6-month, full-time internship."
"MCA174","Business Development Intern","SellSmart","Lucknow","Full-time","Market Research|Communication","5","3","12000","2025-09-04","Any Graduate","Business","In-Office","SellSmart in Lucknow is looking for a Business Development Intern. This is a great role to learn about business growth. Responsibilities: - Research potential clients and industries. - Communicate with prospects to gauge interest. - Support the business development manager. Requirements: - Good research and communication skills. Open to any graduate. This is a 3-month, full-time internship."
"MCA175","Business Development Intern","Growth Partners","Remote","Full-time","Lead Generation|Email Marketing","3","6","19000","2025-08-23","MBA","Business","Work from Home","Growth Partners offers a remote Business Development Internship. You will focus on top-of-funnel activities like lead generation and outreach. Responsibilities: - Identify and research target accounts. - Create and run email marketing campaigns to generate leads. - Track campaign performance. Requirements: - Proactive and detail-oriented. Pursuing an MBA. This is a 6-month, remote internship."
"MCA176","Business Development Intern","Innovatech Solutions","Hyderabad","Full-time","B2B Sales|Partnerships","2","3","24000","2025-09-06","B.Tech","Business","In-Office","Innovatech Solutions in Hyderabad is seeking a Business Development Intern with a technical background. Responsibilities: - Focus on B2B sales for our tech products. - Identify and explore potential partnership opportunities. - Assist in technical sales discussions. Requirements: - A technical background (pursuing a B.Tech) and strong business acumen. This is a 3-month, full-time role."
"MCA177","Business Development Intern","Stratex","Bangalore","Full-time","Market Analysis|Strategy","2","6","25000","2025-08-30","MBA","Business","In-Office","Stratex in Bangalore is looking for a Business Development Intern. You will be heavily involved in market analysis and strategic planning. Responsibilities: - Analyze market trends and competitor activities. - Provide insights that will shape our business strategy. - Prepare reports for senior management. Requirements: - Strong analytical skills and strategic mindset. Pursuing an MBA. This is a 6-month, full-time internship."
"MCA178","Business Development Intern","MarketPro","Remote","Part-time","Market Research|Data Entry","4","6","15000","2025-09-11","Any Graduate","Business","Work from Home","MarketPro has a remote, part-time Business Development Internship. This role supports our strategy team with research and data. Responsibilities: - Conduct market research on various topics. - Enter and organize data in spreadsheets. - Assist with preparing presentations. Requirements: - Good research skills and attention to detail. Open to any graduate. This is a 6-month, part-time role."
"MCA179","Business Development Intern","SellSmart","Lucknow","Full-time","Lead Generation","6","2","10000","2025-08-21","Any Graduate","Business","In-Office","SellSmart in Lucknow is hiring a Business Development Intern focused purely on lead generation. Responsibilities: - Use various tools and methods to find potential leads. - Qualify leads based on our criteria. - Build a pipeline for the sales team. Requirements: - Proactive and results-oriented. Open to any graduate. This is a 2-month, full-time internship."
"MCA180","Business Development Intern","Growth Partners","Delhi","Full-time","Client Relationship|Salesforce","3","3","22000","2025-09-02","MBA","Business","Hybrid","Growth Partners in Delhi is seeking a Business Development Intern (Hybrid). You will focus on building and maintaining client relationships. Responsibilities: - Assist in managing communications with key clients. - Use Salesforce to track client interactions. - Support the client relationship manager. Requirements: - Excellent interpersonal skills. Pursuing an MBA. This is a 3-month, full-time role."
"MCA181","Finance Intern","QuantumLeap Finance","Mumbai","Full-time","Financial Modeling|Excel|Valuation","3","6","25000","2025-09-05","MBA","Finance","In-Office","QuantumLeap Finance in Mumbai is seeking a Finance Intern. You will work on complex financial models and company valuations. Responsibilities: - Build financial models from scratch in Excel. - Perform valuation analysis (DCF, Comps). - Assist with financial forecasting. Requirements: - Strong financial modeling and Excel skills. Pursuing an MBA in Finance. This is a 6-month, full-time internship."
"MCA182","Finance Intern","Accountable","Remote","Full-time","Accounting|Tally|GST","4","3","15000","2025-08-28","B.Com","Finance","Work from Home","Accountable has a remote Finance Internship focused on accounting. You will get hands-on experience with accounting software and compliance. Responsibilities: - Assist with day-to-day accounting tasks. - Work with Tally for bookkeeping. - Learn about GST compliance. Requirements: - Good understanding of accounting principles. Experience with Tally is a plus. Pursuing a B.Com. This is a 3-month, remote role."
